,Fall,College,Major_Name,Total,Female,Male,Caucasian,Asian American,African American,Hispanic,Native American,M/F
5814,2009,Fine And Applied Arts,Art And Design,45.0,27.0,18.0,22.0,4.0,0.0,1.0,2.0,0.67
5811,2009,Fine And Applied Arts,Art Education,89.0,70.0,19.0,72.0,6.0,1.0,5.0,1.0,0.27
5810,2009,Fine And Applied Arts,Architecture,194.0,79.0,115.0,111.0,19.0,4.0,13.0,1.0,1.46
5809,2009,Fine And Applied Arts,Architectural Studies,554.0,235.0,319.0,379.0,61.0,15.0,50.0,2.0,1.36
5803,2009,Fine And Applied Arts,Nondegree,196.0,42.0,154.0,42.0,6.0,0.0,3.0,0.0,3.67
5737,2009,Fine And Applied Arts,Nondegree,48.0,26.0,22.0,25.0,2.0,0.0,3.0,1.0,0.85
5817,2009,Fine And Applied Arts,Graphic Design,64.0,41.0,23.0,42.0,15.0,1.0,1.0,0.0,0.56
5762,2009,Fine And Applied Arts,Nondegree,42.0,14.0,28.0,3.0,2.0,1.0,0.0,0.0,2.0
5816,2009,Fine And Applied Arts,Dance,82.0,72.0,10.0,59.0,3.0,11.0,6.0,0.0,0.14
5819,2009,Fine And Applied Arts,Industrial Design,117.0,61.0,56.0,61.0,19.0,2.0,11.0,0.0,0.92
5888,2009,Fine And Applied Arts,Nondegree,158.0,91.0,67.0,36.0,9.0,4.0,3.0,0.0,0.74
5820,2009,Fine And Applied Arts,Instrumental Music,94.0,51.0,43.0,68.0,13.0,2.0,4.0,1.0,0.84
5837,2009,Fine And Applied Arts,Voice,30.0,23.0,7.0,25.0,1.0,2.0,1.0,0.0,0.3
5836,2009,Fine And Applied Arts,Urban Planning,159.0,61.0,98.0,85.0,7.0,20.0,17.0,1.0,1.61
5835,2009,Fine And Applied Arts,Theatre,180.0,101.0,79.0,130.0,6.0,18.0,8.0,1.0,0.78
5832,2009,Fine And Applied Arts,Photography,33.0,25.0,8.0,28.0,0.0,1.0,2.0,0.0,0.32
5831,2009,Fine And Applied Arts,Painting,31.0,22.0,9.0,17.0,4.0,1.0,7.0,0.0,0.41
5829,2009,Fine And Applied Arts,Nondegree,30.0,15.0,15.0,13.0,0.0,0.0,0.0,0.0,1.0
5828,2009,Fine And Applied Arts,New Media,22.0,12.0,10.0,15.0,1.0,2.0,0.0,0.0,0.83
5825,2009,Fine And Applied Arts,Music Education,243.0,125.0,118.0,209.0,13.0,3.0,7.0,0.0,0.94
5823,2009,Fine And Applied Arts,Music,345.0,177.0,168.0,180.0,13.0,4.0,9.0,1.0,0.95
5822,2009,Fine And Applied Arts,Landscape Architecture,139.0,63.0,76.0,90.0,5.0,4.0,9.0,0.0,1.21
5821,2009,Fine And Applied Arts,Jazz Performance,41.0,5.0,36.0,30.0,2.0,5.0,2.0,1.0,7.2
5599,2008,Fine And Applied Arts,Nondegree,135.0,25.0,110.0,16.0,3.0,0.0,0.0,0.0,4.4
5609,2008,Fine And Applied Arts,Art And Design,42.0,25.0,17.0,22.0,3.0,0.0,2.0,1.0,0.68
5606,2008,Fine And Applied Arts,Art Education,105.0,87.0,18.0,85.0,6.0,1.0,6.0,1.0,0.21
5605,2008,Fine And Applied Arts,Architecture,198.0,74.0,124.0,116.0,18.0,4.0,12.0,1.0,1.68
5604,2008,Fine And Applied Arts,Architectural Studies,581.0,257.0,324.0,403.0,71.0,18.0,41.0,3.0,1.26
5540,2008,Fine And Applied Arts,Nondegree,30.0,15.0,15.0,19.0,0.0,1.0,2.0,0.0,1.0
5611,2008,Fine And Applied Arts,Dance,82.0,70.0,12.0,59.0,4.0,8.0,6.0,0.0,0.17
5561,2008,Fine And Applied Arts,Nondegree,37.0,13.0,24.0,2.0,0.0,0.0,0.0,0.0,1.85
5615,2008,Fine And Applied Arts,Instrumental Music,102.0,55.0,47.0,68.0,18.0,1.0,5.0,1.0,0.85
5612,2008,Fine And Applied Arts,Graphic Design,71.0,49.0,22.0,44.0,20.0,1.0,1.0,0.0,0.45
5679,2008,Fine And Applied Arts,Nondegree,146.0,79.0,67.0,35.0,11.0,3.0,0.0,1.0,0.85
5614,2008,Fine And Applied Arts,Industrial Design,107.0,50.0,57.0,63.0,20.0,2.0,6.0,0.0,1.14
5630,2008,Fine And Applied Arts,Theatre,188.0,107.0,81.0,147.0,4.0,19.0,9.0,0.0,0.76
5631,2008,Fine And Applied Arts,Urban Planning,150.0,63.0,87.0,93.0,4.0,20.0,15.0,1.0,1.38
5627,2008,Fine And Applied Arts,Photography,29.0,16.0,13.0,25.0,1.0,0.0,2.0,0.0,0.81
5626,2008,Fine And Applied Arts,Painting,35.0,24.0,11.0,20.0,4.0,1.0,8.0,0.0,0.46
5624,2008,Fine And Applied Arts,Nondegree,22.0,9.0,13.0,5.0,1.0,0.0,0.0,0.0,1.44
5620,2008,Fine And Applied Arts,Music Education,267.0,135.0,132.0,226.0,14.0,4.0,9.0,1.0,0.98
5618,2008,Fine And Applied Arts,Music,348.0,186.0,162.0,181.0,17.0,3.0,12.0,1.0,0.87
5617,2008,Fine And Applied Arts,Landscape Architecture,155.0,68.0,87.0,110.0,8.0,6.0,6.0,0.0,1.28
5616,2008,Fine And Applied Arts,Jazz Performance,38.0,3.0,35.0,31.0,2.0,2.0,1.0,1.0,11.67
5632,2008,Fine And Applied Arts,Voice,35.0,28.0,7.0,28.0,2.0,1.0,2.0,0.0,0.25
5419,2007,Fine And Applied Arts,Instrumental Music,118.0,63.0,55.0,89.0,11.0,2.0,5.0,0.0,0.87
5403,2007,Fine And Applied Arts,Nondegree,106.0,19.0,87.0,1.0,4.0,0.0,1.0,0.0,4.58
5418,2007,Fine And Applied Arts,Industrial Design,102.0,46.0,56.0,66.0,17.0,3.0,6.0,0.0,1.22
5416,2007,Fine And Applied Arts,Graphic Design,78.0,52.0,26.0,49.0,21.0,0.0,3.0,0.0,0.5
5415,2007,Fine And Applied Arts,Dance,78.0,68.0,10.0,62.0,1.0,7.0,1.0,0.0,0.15
5413,2007,Fine And Applied Arts,Art And Design,43.0,22.0,21.0,22.0,4.0,2.0,2.0,1.0,0.95
5410,2007,Fine And Applied Arts,Art Education,108.0,93.0,15.0,87.0,6.0,0.0,4.0,1.0,0.16
5409,2007,Fine And Applied Arts,Architecture,208.0,84.0,124.0,133.0,11.0,5.0,11.0,0.0,1.48
5408,2007,Fine And Applied Arts,Architectural Studies,547.0,247.0,300.0,384.0,66.0,16.0,44.0,2.0,1.21
5421,2007,Fine And Applied Arts,Landscape Architecture,147.0,58.0,89.0,112.0,6.0,7.0,6.0,0.0,1.53
5368,2007,Fine And Applied Arts,Nondegree,26.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,2.25
5420,2007,Fine And Applied Arts,Jazz Performance,21.0,1.0,20.0,18.0,2.0,0.0,0.0,0.0,20.0
5422,2007,Fine And Applied Arts,Music,336.0,172.0,164.0,165.0,18.0,3.0,12.0,1.0,0.95
5483,2007,Fine And Applied Arts,Nondegree,129.0,69.0,60.0,26.0,7.0,4.0,2.0,1.0,0.87
5424,2007,Fine And Applied Arts,Music Education,250.0,126.0,124.0,210.0,20.0,4.0,8.0,0.0,0.98
5435,2007,Fine And Applied Arts,Voice,25.0,20.0,5.0,20.0,0.0,2.0,1.0,0.0,0.25
5434,2007,Fine And Applied Arts,Urban Planning,164.0,72.0,92.0,120.0,7.0,10.0,7.0,1.0,1.28
5433,2007,Fine And Applied Arts,Theatre,182.0,101.0,81.0,146.0,3.0,12.0,10.0,0.0,0.8
5430,2007,Fine And Applied Arts,Photography,35.0,20.0,15.0,30.0,2.0,0.0,3.0,0.0,0.75
5429,2007,Fine And Applied Arts,Painting,41.0,28.0,13.0,31.0,1.0,1.0,5.0,0.0,0.46
5427,2007,Fine And Applied Arts,Nondegree,23.0,11.0,12.0,4.0,2.0,1.0,0.0,0.0,1.09
5221,2006,Fine And Applied Arts,Dance,69.0,62.0,7.0,59.0,1.0,1.0,3.0,0.0,0.11
5223,2006,Fine And Applied Arts,Graphic Design,75.0,49.0,26.0,47.0,18.0,0.0,5.0,0.0,0.53
5219,2006,Fine And Applied Arts,Art And Design,40.0,18.0,22.0,29.0,2.0,2.0,1.0,0.0,1.22
5216,2006,Fine And Applied Arts,Art Education,108.0,90.0,18.0,88.0,8.0,1.0,1.0,1.0,0.2
5215,2006,Fine And Applied Arts,Architecture,232.0,92.0,140.0,145.0,13.0,9.0,12.0,0.0,1.52
5214,2006,Fine And Applied Arts,Architectural Studies,525.0,215.0,310.0,379.0,62.0,16.0,40.0,2.0,1.44
5209,2006,Fine And Applied Arts,Nondegree,104.0,12.0,92.0,7.0,2.0,1.0,0.0,0.0,7.67
5226,2006,Fine And Applied Arts,Instrumental Music,136.0,74.0,61.0,96.0,18.0,3.0,5.0,0.0,0.82
5174,2006,Fine And Applied Arts,Nondegree,32.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,1.46
5225,2006,Fine And Applied Arts,Industrial Design,100.0,46.0,54.0,72.0,15.0,3.0,5.0,0.0,1.17
5227,2006,Fine And Applied Arts,Landscape Architecture,151.0,67.0,84.0,116.0,5.0,4.0,7.0,0.0,1.25
5288,2006,Fine And Applied Arts,Nondegree,135.0,73.0,62.0,40.0,9.0,4.0,4.0,1.0,0.85
5241,2006,Fine And Applied Arts,Voice,21.0,17.0,4.0,16.0,1.0,3.0,0.0,0.0,0.24
5240,2006,Fine And Applied Arts,Urban Planning,202.0,85.0,117.0,151.0,11.0,9.0,6.0,0.0,1.38
5239,2006,Fine And Applied Arts,Theatre,186.0,98.0,88.0,152.0,4.0,10.0,9.0,0.0,0.9
5236,2006,Fine And Applied Arts,Photography,32.0,19.0,13.0,29.0,1.0,0.0,2.0,0.0,0.68
5235,2006,Fine And Applied Arts,Painting,46.0,29.0,17.0,33.0,4.0,1.0,5.0,0.0,0.59
5233,2006,Fine And Applied Arts,Nondegree,30.0,16.0,14.0,11.0,2.0,1.0,0.0,0.0,0.88
5230,2006,Fine And Applied Arts,Music Education,253.0,134.0,119.0,215.0,13.0,2.0,12.0,0.0,0.89
5228,2006,Fine And Applied Arts,Music,317.0,170.0,146.0,163.0,18.0,5.0,8.0,1.0,0.86
5035,2005,Fine And Applied Arts,Graphic Design,75.0,54.0,21.0,45.0,17.0,2.0,5.0,0.0,0.39
5033,2005,Fine And Applied Arts,Dance,66.0,58.0,8.0,53.0,0.0,3.0,2.0,0.0,0.14
5030,2005,Fine And Applied Arts,Art And Design,48.0,23.0,25.0,35.0,4.0,2.0,0.0,1.0,1.09
5028,2005,Fine And Applied Arts,Art Education,106.0,89.0,17.0,90.0,6.0,3.0,0.0,0.0,0.19
5027,2005,Fine And Applied Arts,Architecture,203.0,88.0,114.0,128.0,17.0,8.0,14.0,1.0,1.3
5026,2005,Fine And Applied Arts,Architectural Studies,534.0,226.0,308.0,400.0,49.0,15.0,33.0,0.0,1.36
5021,2005,Fine And Applied Arts,Nondegree,83.0,18.0,65.0,9.0,2.0,1.0,0.0,0.0,3.61
5037,2005,Fine And Applied Arts,Industrial Design,98.0,51.0,47.0,64.0,18.0,2.0,6.0,0.0,0.92
4989,2005,Fine And Applied Arts,Nondegree,34.0,16.0,18.0,1.0,0.0,0.0,0.0,0.0,1.12
5039,2005,Fine And Applied Arts,Landscape Architecture,158.0,65.0,93.0,123.0,6.0,2.0,7.0,0.0,1.43
5038,2005,Fine And Applied Arts,Instrumental Music,122.0,70.0,52.0,90.0,10.0,3.0,3.0,0.0,0.74
5100,2005,Fine And Applied Arts,Nondegree,130.0,60.0,68.0,44.0,5.0,1.0,2.0,0.0,1.13
5040,2005,Fine And Applied Arts,Music,277.0,154.0,123.0,149.0,22.0,4.0,7.0,0.0,0.8
5052,2005,Fine And Applied Arts,Urban Planning,191.0,93.0,98.0,138.0,11.0,12.0,7.0,0.0,1.05
5051,2005,Fine And Applied Arts,Theatre,199.0,105.0,94.0,167.0,1.0,11.0,7.0,1.0,0.9
5048,2005,Fine And Applied Arts,Photography,33.0,22.0,11.0,30.0,3.0,0.0,0.0,0.0,0.5
5047,2005,Fine And Applied Arts,Painting,48.0,32.0,16.0,41.0,3.0,1.0,2.0,0.0,0.5
5045,2005,Fine And Applied Arts,Nondegree,29.0,13.0,16.0,12.0,1.0,1.0,0.0,0.0,1.23
5042,2005,Fine And Applied Arts,Music Education,227.0,126.0,101.0,193.0,16.0,3.0,6.0,2.0,0.8
4837,2004,Fine And Applied Arts,Architecture,202.0,77.0,125.0,126.0,12.0,8.0,12.0,1.0,1.62
4843,2004,Fine And Applied Arts,Dance,71.0,61.0,10.0,56.0,1.0,5.0,3.0,1.0,0.16
4840,2004,Fine And Applied Arts,Art And Design,45.0,22.0,23.0,35.0,4.0,2.0,0.0,1.0,1.05
4838,2004,Fine And Applied Arts,Art Education,106.0,88.0,18.0,87.0,8.0,3.0,1.0,0.0,0.2
4836,2004,Fine And Applied Arts,Architectural Studies,547.0,238.0,308.0,406.0,51.0,24.0,37.0,0.0,1.29
4831,2004,Fine And Applied Arts,Nondegree,78.0,16.0,62.0,10.0,4.0,0.0,0.0,0.0,3.88
4782,2004,Fine And Applied Arts,Nondegree,20.0,14.0,6.0,2.0,0.0,0.0,0.0,0.0,0.43
4801,2004,Fine And Applied Arts,Nondegree,33.0,12.0,21.0,2.0,0.0,1.0,0.0,0.0,1.75
4845,2004,Fine And Applied Arts,Graphic Design,88.0,59.0,29.0,56.0,13.0,4.0,4.0,0.0,0.49
4910,2004,Fine And Applied Arts,Music,20.0,6.0,14.0,17.0,1.0,1.0,0.0,0.0,2.33
4847,2004,Fine And Applied Arts,Industrial Design,85.0,42.0,43.0,55.0,19.0,0.0,4.0,0.0,1.02
4912,2004,Fine And Applied Arts,Nondegree,138.0,83.0,55.0,54.0,11.0,3.0,2.0,0.0,0.66
4848,2004,Fine And Applied Arts,Instrumental Music,112.0,57.0,55.0,78.0,14.0,4.0,4.0,0.0,0.96
4863,2004,Fine And Applied Arts,Voice,26.0,21.0,5.0,18.0,3.0,2.0,1.0,0.0,0.24
4862,2004,Fine And Applied Arts,Urban Planning,174.0,85.0,89.0,124.0,9.0,13.0,4.0,1.0,1.05
4861,2004,Fine And Applied Arts,Theatre,202.0,105.0,97.0,167.0,3.0,13.0,4.0,1.0,0.92
4858,2004,Fine And Applied Arts,Photography,21.0,16.0,5.0,17.0,1.0,1.0,1.0,0.0,0.31
4857,2004,Fine And Applied Arts,Painting,48.0,28.0,20.0,39.0,4.0,2.0,1.0,0.0,0.71
4855,2004,Fine And Applied Arts,Nondegree,29.0,13.0,16.0,6.0,2.0,1.0,0.0,0.0,1.23
4852,2004,Fine And Applied Arts,Music Education,208.0,126.0,82.0,184.0,9.0,3.0,5.0,1.0,0.65
4850,2004,Fine And Applied Arts,Music,249.0,147.0,102.0,137.0,18.0,1.0,5.0,0.0,0.69
4849,2004,Fine And Applied Arts,Landscape Architecture,166.0,84.0,82.0,132.0,3.0,4.0,5.0,0.0,0.98
4642,2003,Fine And Applied Arts,Theatre,128.0,64.0,64.0,94.0,0.0,11.0,6.0,1.0,1.0
4692,2003,Fine And Applied Arts,Music,148.0,88.0,60.0,91.0,13.0,3.0,3.0,1.0,0.68
4686,2003,Fine And Applied Arts,Landscape Architecture,153.0,76.0,77.0,118.0,5.0,3.0,4.0,0.0,1.01
4685,2003,Fine And Applied Arts,Industrial Design,75.0,44.0,31.0,48.0,16.0,1.0,5.0,0.0,0.7
4683,2003,Fine And Applied Arts,Dance,64.0,56.0,8.0,46.0,1.0,5.0,4.0,1.0,0.14
4681,2003,Fine And Applied Arts,Art And Design,297.0,199.0,98.0,230.0,21.0,7.0,16.0,0.0,0.49
4679,2003,Fine And Applied Arts,Art Education,98.0,82.0,16.0,66.0,17.0,1.0,4.0,0.0,0.2
4678,2003,Fine And Applied Arts,Architecture,227.0,80.0,147.0,144.0,11.0,7.0,7.0,0.0,1.84
4677,2003,Fine And Applied Arts,Architectural Studies,529.0,229.0,300.0,406.0,37.0,24.0,36.0,2.0,1.31
4693,2003,Fine And Applied Arts,Music Education,220.0,136.0,84.0,196.0,8.0,3.0,4.0,0.0,0.62
4684,2003,Fine And Applied Arts,Graphic Design,81.0,59.0,22.0,52.0,12.0,4.0,4.0,0.0,0.37
4697,2003,Fine And Applied Arts,Theatre,42.0,22.0,20.0,36.0,2.0,0.0,1.0,0.0,0.91
4699,2003,Fine And Applied Arts,Urban Planning,172.0,73.0,99.0,125.0,5.0,11.0,6.0,1.0,1.36
4456,2002,Fine And Applied Arts,Theatre,114.0,63.0,51.0,80.0,0.0,13.0,6.0,0.0,0.81
4506,2002,Fine And Applied Arts,Music Education,248.0,153.0,95.0,206.0,14.0,6.0,6.0,0.0,0.62
4505,2002,Fine And Applied Arts,Music,141.0,81.0,60.0,85.0,12.0,4.0,6.0,1.0,0.74
4499,2002,Fine And Applied Arts,Landscape Architecture,154.0,69.0,85.0,111.0,6.0,5.0,2.0,0.0,1.23
4498,2002,Fine And Applied Arts,Industrial Design,75.0,36.0,39.0,48.0,18.0,2.0,6.0,0.0,1.08
4497,2002,Fine And Applied Arts,Graphic Design,90.0,59.0,31.0,67.0,12.0,2.0,2.0,0.0,0.53
4496,2002,Fine And Applied Arts,Dance,68.0,61.0,7.0,48.0,1.0,6.0,5.0,1.0,0.11
4494,2002,Fine And Applied Arts,Art And Design,297.0,195.0,102.0,207.0,37.0,11.0,20.0,0.0,0.52
4492,2002,Fine And Applied Arts,Art Education,98.0,84.0,14.0,69.0,11.0,2.0,3.0,0.0,0.17
4491,2002,Fine And Applied Arts,Architecture,212.0,77.0,135.0,135.0,10.0,3.0,4.0,0.0,1.75
4490,2002,Fine And Applied Arts,Architectural Studies,513.0,208.0,305.0,387.0,35.0,27.0,37.0,3.0,1.47
4510,2002,Fine And Applied Arts,Theatre,46.0,25.0,21.0,44.0,1.0,0.0,0.0,0.0,0.84
4512,2002,Fine And Applied Arts,Urban Planning,162.0,64.0,98.0,108.0,7.0,13.0,5.0,1.0,1.53
4269,2001,Fine And Applied Arts,Theatre,97.0,50.0,47.0,78.0,0.0,9.0,3.0,0.0,0.94
4308,2001,Fine And Applied Arts,Graphic Design,92.0,60.0,32.0,68.0,17.0,1.0,1.0,0.0,0.53
4317,2001,Fine And Applied Arts,Music Education,235.0,142.0,93.0,210.0,10.0,2.0,5.0,0.0,0.65
4316,2001,Fine And Applied Arts,Music,137.0,73.0,64.0,84.0,3.0,3.0,6.0,0.0,0.88
4309,2001,Fine And Applied Arts,Industrial Design,83.0,37.0,46.0,56.0,17.0,2.0,5.0,0.0,1.24
4307,2001,Fine And Applied Arts,Dance,71.0,64.0,7.0,49.0,3.0,5.0,4.0,1.0,0.11
4305,2001,Fine And Applied Arts,Art And Design,274.0,181.0,93.0,195.0,35.0,7.0,13.0,0.0,0.51
4303,2001,Fine And Applied Arts,Art Education,100.0,84.0,16.0,68.0,7.0,3.0,5.0,0.0,0.19
4302,2001,Fine And Applied Arts,Architecture,165.0,62.0,103.0,98.0,11.0,1.0,3.0,0.0,1.66
4310,2001,Fine And Applied Arts,Landscape Architecture,149.0,69.0,80.0,109.0,6.0,3.0,1.0,0.0,1.16
4321,2001,Fine And Applied Arts,Theatre,43.0,22.0,21.0,39.0,1.0,0.0,1.0,0.0,0.95
4301,2001,Fine And Applied Arts,Architectural Studies,512.0,214.0,298.0,388.0,42.0,20.0,41.0,2.0,1.39
4323,2001,Fine And Applied Arts,Urban Planning,148.0,69.0,79.0,106.0,6.0,7.0,3.0,0.0,1.14
4079,2000,Fine And Applied Arts,Theatre,103.0,52.0,51.0,82.0,0.0,11.0,3.0,0.0,0.98
4113,2000,Fine And Applied Arts,Architectural Studies,512.0,212.0,300.0,389.0,42.0,26.0,33.0,1.0,1.42
4121,2000,Fine And Applied Arts,Industrial Design,79.0,32.0,47.0,54.0,18.0,1.0,4.0,0.0,1.47
4129,2000,Fine And Applied Arts,Music Education,272.0,162.0,110.0,241.0,13.0,3.0,5.0,0.0,0.68
4128,2000,Fine And Applied Arts,Music,159.0,83.0,76.0,102.0,1.0,2.0,6.0,0.0,0.92
4122,2000,Fine And Applied Arts,Landscape Architecture,146.0,59.0,87.0,108.0,6.0,4.0,2.0,0.0,1.47
4120,2000,Fine And Applied Arts,Graphic Design,100.0,63.0,37.0,75.0,16.0,1.0,2.0,0.0,0.59
4119,2000,Fine And Applied Arts,Dance,76.0,70.0,6.0,55.0,2.0,6.0,4.0,0.0,0.09
4117,2000,Fine And Applied Arts,Art And Design,285.0,160.0,125.0,222.0,30.0,4.0,9.0,1.0,0.78
4115,2000,Fine And Applied Arts,Art Education,104.0,81.0,23.0,78.0,6.0,2.0,6.0,0.0,0.28
4114,2000,Fine And Applied Arts,Architecture,149.0,55.0,94.0,93.0,9.0,1.0,6.0,0.0,1.71
4133,2000,Fine And Applied Arts,Theatre,49.0,27.0,22.0,44.0,0.0,1.0,1.0,0.0,0.81
4135,2000,Fine And Applied Arts,Urban Planning,147.0,63.0,84.0,103.0,5.0,10.0,6.0,0.0,1.33
3882,1999,Fine And Applied Arts,Theatre,108.0,54.0,54.0,87.0,1.0,9.0,2.0,0.0,1.0
3936,1999,Fine And Applied Arts,Music Education,293.0,182.0,111.0,251.0,14.0,6.0,8.0,0.0,0.61
3921,1999,Fine And Applied Arts,Architectural Studies,535.0,207.0,328.0,418.0,43.0,24.0,30.0,3.0,1.58
3922,1999,Fine And Applied Arts,Architecture,143.0,52.0,91.0,98.0,9.0,2.0,6.0,0.0,1.75
3923,1999,Fine And Applied Arts,Art Education,125.0,94.0,31.0,93.0,9.0,2.0,11.0,0.0,0.33
3925,1999,Fine And Applied Arts,Art And Design,317.0,167.0,150.0,244.0,36.0,5.0,13.0,1.0,0.9
3927,1999,Fine And Applied Arts,Dance,72.0,64.0,8.0,54.0,1.0,7.0,4.0,0.0,0.12
3928,1999,Fine And Applied Arts,Graphic Design,109.0,68.0,41.0,77.0,19.0,1.0,3.0,0.0,0.6
3929,1999,Fine And Applied Arts,Industrial Design,83.0,31.0,52.0,58.0,16.0,0.0,6.0,1.0,1.68
3930,1999,Fine And Applied Arts,Landscape Architecture,137.0,59.0,78.0,104.0,9.0,4.0,2.0,0.0,1.32
3935,1999,Fine And Applied Arts,Music,146.0,86.0,60.0,89.0,6.0,4.0,3.0,0.0,0.7
3940,1999,Fine And Applied Arts,Theatre,45.0,27.0,18.0,39.0,1.0,0.0,1.0,0.0,0.67
3942,1999,Fine And Applied Arts,Urban Planning,168.0,72.0,96.0,115.0,13.0,14.0,5.0,1.0,1.33
3679,1998,Fine And Applied Arts,Theatre,140.0,76.0,64.0,110.0,4.0,10.0,2.0,1.0,0.84
3734,1998,Fine And Applied Arts,Music Education,294.0,175.0,119.0,258.0,12.0,2.0,12.0,0.0,0.68
3727,1998,Fine And Applied Arts,Landscape Architecture,141.0,55.0,86.0,109.0,11.0,4.0,6.0,0.0,1.56
3726,1998,Fine And Applied Arts,Industrial Design,77.0,25.0,52.0,55.0,14.0,0.0,5.0,1.0,2.08
3724,1998,Fine And Applied Arts,Dance,66.0,56.0,10.0,51.0,3.0,5.0,2.0,0.0,0.18
3722,1998,Fine And Applied Arts,Art And Design,336.0,178.0,158.0,266.0,34.0,4.0,11.0,2.0,0.89
3720,1998,Fine And Applied Arts,Art Education,101.0,76.0,25.0,70.0,11.0,4.0,6.0,0.0,0.33
3719,1998,Fine And Applied Arts,Architecture,153.0,53.0,100.0,121.0,7.0,0.0,5.0,0.0,1.89
3718,1998,Fine And Applied Arts,Architectural Studies,532.0,208.0,324.0,415.0,45.0,24.0,32.0,2.0,1.56
3733,1998,Fine And Applied Arts,Music,142.0,76.0,66.0,86.0,8.0,3.0,2.0,0.0,0.87
3725,1998,Fine And Applied Arts,Graphic Design,112.0,67.0,45.0,79.0,21.0,1.0,4.0,1.0,0.67
3738,1998,Fine And Applied Arts,Theatre,42.0,23.0,19.0,38.0,0.0,0.0,1.0,0.0,0.83
3740,1998,Fine And Applied Arts,Urban Planning,151.0,57.0,94.0,108.0,12.0,9.0,2.0,0.0,1.65
3467,1997,Fine And Applied Arts,Theatre,148.0,85.0,63.0,116.0,6.0,10.0,3.0,1.0,0.74
3519,1997,Fine And Applied Arts,Landscape Architecture,135.0,52.0,83.0,110.0,7.0,1.0,6.0,0.0,1.6
3518,1997,Fine And Applied Arts,Industrial Design,82.0,25.0,57.0,53.0,17.0,1.0,7.0,0.0,2.28
3517,1997,Fine And Applied Arts,Graphic Design,127.0,80.0,47.0,91.0,24.0,1.0,3.0,1.0,0.59
3516,1997,Fine And Applied Arts,Dance,68.0,61.0,7.0,52.0,3.0,4.0,2.0,0.0,0.11
3514,1997,Fine And Applied Arts,Art And Design,334.0,166.0,168.0,267.0,30.0,6.0,12.0,2.0,1.01
3512,1997,Fine And Applied Arts,Art Education,110.0,87.0,23.0,75.0,15.0,3.0,5.0,0.0,0.26
3511,1997,Fine And Applied Arts,Architecture,187.0,69.0,118.0,139.0,14.0,1.0,3.0,0.0,1.71
3510,1997,Fine And Applied Arts,Architectural Studies,515.0,196.0,319.0,415.0,39.0,24.0,27.0,1.0,1.63
3525,1997,Fine And Applied Arts,Music,139.0,83.0,56.0,80.0,9.0,4.0,3.0,0.0,0.67
3526,1997,Fine And Applied Arts,Music Education,340.0,199.0,141.0,295.0,10.0,7.0,13.0,1.0,0.71
3532,1997,Fine And Applied Arts,Urban Planning,148.0,67.0,81.0,106.0,11.0,13.0,3.0,0.0,1.21
3530,1997,Fine And Applied Arts,Theatre,37.0,21.0,16.0,34.0,1.0,0.0,0.0,0.0,0.76
3252,1996,Fine And Applied Arts,Theatre,133.0,73.0,60.0,100.0,6.0,13.0,4.0,2.0,0.82
3304,1996,Fine And Applied Arts,Dance,60.0,55.0,5.0,49.0,2.0,4.0,0.0,0.0,0.09
