,Fall,College,Major_Name,Total,Female,Male,Caucasian,Asian American,African American,Hispanic,Native American,M/F
3313,1996,Fine And Applied Arts,Music,144.0,84.0,60.0,91.0,9.0,3.0,3.0,0.0,0.71
3307,1996,Fine And Applied Arts,Landscape Architecture,136.0,52.0,84.0,109.0,6.0,1.0,5.0,0.0,1.62
3305,1996,Fine And Applied Arts,Graphic Design,114.0,74.0,40.0,84.0,20.0,1.0,2.0,1.0,0.54
3318,1996,Fine And Applied Arts,Theatre,29.0,13.0,16.0,26.0,1.0,1.0,0.0,0.0,1.23
3302,1996,Fine And Applied Arts,Art And Design,358.0,179.0,179.0,274.0,29.0,14.0,24.0,2.0,1.0
3300,1996,Fine And Applied Arts,Art Education,122.0,90.0,32.0,87.0,16.0,3.0,3.0,0.0,0.36
3299,1996,Fine And Applied Arts,Architecture,207.0,80.0,127.0,156.0,14.0,2.0,5.0,0.0,1.59
3298,1996,Fine And Applied Arts,Architectural Studies,524.0,179.0,345.0,409.0,41.0,20.0,43.0,2.0,1.93
3314,1996,Fine And Applied Arts,Music Education,324.0,188.0,136.0,284.0,12.0,6.0,14.0,0.0,0.72
3306,1996,Fine And Applied Arts,Industrial Design,82.0,20.0,62.0,50.0,18.0,3.0,6.0,0.0,3.1
3320,1996,Fine And Applied Arts,Urban Planning,140.0,62.0,78.0,109.0,8.0,7.0,2.0,0.0,1.26
3053,1995,Fine And Applied Arts,Theatre,128.0,79.0,49.0,99.0,5.0,12.0,4.0,1.0,0.62
3099,1995,Fine And Applied Arts,Architectural Studies,509.0,185.0,324.0,397.0,39.0,20.0,38.0,1.0,1.75
3100,1995,Fine And Applied Arts,Architecture,187.0,62.0,125.0,146.0,9.0,4.0,9.0,0.0,2.02
3121,1995,Fine And Applied Arts,Urban Planning,144.0,62.0,82.0,110.0,9.0,8.0,5.0,0.0,1.32
3119,1995,Fine And Applied Arts,Theatre,27.0,11.0,16.0,20.0,2.0,1.0,0.0,2.0,1.45
3115,1995,Fine And Applied Arts,Music Education,290.0,167.0,123.0,247.0,10.0,9.0,12.0,0.0,0.74
3114,1995,Fine And Applied Arts,Music,148.0,89.0,59.0,94.0,10.0,3.0,2.0,0.0,0.66
3108,1995,Fine And Applied Arts,Landscape Architecture,159.0,68.0,91.0,124.0,7.0,1.0,7.0,0.0,1.34
3107,1995,Fine And Applied Arts,Industrial Design,77.0,20.0,57.0,46.0,19.0,3.0,5.0,0.0,2.85
3106,1995,Fine And Applied Arts,Graphic Design,109.0,70.0,39.0,82.0,19.0,0.0,4.0,0.0,0.56
3105,1995,Fine And Applied Arts,Dance,55.0,50.0,5.0,45.0,1.0,2.0,2.0,0.0,0.1
3103,1995,Fine And Applied Arts,Art And Design,340.0,180.0,160.0,247.0,40.0,14.0,20.0,3.0,0.89
3101,1995,Fine And Applied Arts,Art Education,126.0,97.0,29.0,91.0,15.0,6.0,3.0,0.0,0.3
2856,1994,Fine And Applied Arts,Theatre,137.0,83.0,54.0,112.0,6.0,8.0,4.0,1.0,0.65
2901,1994,Fine And Applied Arts,Architectural Studies,492.0,166.0,326.0,393.0,40.0,12.0,39.0,1.0,1.96
2917,1994,Fine And Applied Arts,Music Education,263.0,154.0,109.0,226.0,11.0,7.0,5.0,0.0,0.71
2916,1994,Fine And Applied Arts,Music,147.0,80.0,67.0,99.0,5.0,3.0,3.0,0.0,0.84
2910,1994,Fine And Applied Arts,Landscape Architecture,142.0,64.0,78.0,111.0,1.0,3.0,6.0,0.0,1.22
2909,1994,Fine And Applied Arts,Industrial Design,66.0,22.0,44.0,46.0,13.0,2.0,3.0,0.0,2.0
2908,1994,Fine And Applied Arts,Graphic Design,120.0,64.0,56.0,85.0,26.0,3.0,5.0,0.0,0.88
2907,1994,Fine And Applied Arts,Dance,55.0,48.0,7.0,43.0,1.0,3.0,1.0,0.0,0.15
2905,1994,Fine And Applied Arts,Art And Design,393.0,211.0,182.0,281.0,59.0,10.0,22.0,1.0,0.86
2903,1994,Fine And Applied Arts,Art Education,94.0,69.0,25.0,70.0,3.0,6.0,2.0,0.0,0.36
2920,1994,Fine And Applied Arts,Theatre,39.0,15.0,24.0,33.0,1.0,2.0,0.0,2.0,1.6
2902,1994,Fine And Applied Arts,Architecture,177.0,56.0,121.0,138.0,12.0,2.0,6.0,0.0,2.16
2922,1994,Fine And Applied Arts,Urban Planning,150.0,61.0,89.0,112.0,5.0,7.0,10.0,0.0,1.46
2663,1993,Fine And Applied Arts,Theatre,136.0,83.0,53.0,116.0,2.0,6.0,2.0,0.0,0.64
2702,1993,Fine And Applied Arts,Architectural Studies,488.0,162.0,326.0,382.0,47.0,12.0,35.0,1.0,2.01
2703,1993,Fine And Applied Arts,Architecture,194.0,56.0,138.0,151.0,15.0,3.0,2.0,0.0,2.46
2704,1993,Fine And Applied Arts,Art Education,101.0,70.0,31.0,74.0,5.0,8.0,2.0,0.0,0.44
2722,1993,Fine And Applied Arts,Theatre,33.0,12.0,21.0,24.0,2.0,2.0,1.0,1.0,1.75
2718,1993,Fine And Applied Arts,Music Education,266.0,146.0,120.0,226.0,10.0,9.0,5.0,0.0,0.82
2717,1993,Fine And Applied Arts,Music,137.0,78.0,59.0,87.0,4.0,2.0,3.0,0.0,0.76
2711,1993,Fine And Applied Arts,Landscape Architecture,137.0,63.0,74.0,109.0,4.0,2.0,4.0,0.0,1.17
2710,1993,Fine And Applied Arts,Industrial Design,68.0,25.0,43.0,51.0,11.0,3.0,1.0,0.0,1.72
2709,1993,Fine And Applied Arts,Graphic Design,115.0,65.0,50.0,80.0,22.0,3.0,6.0,0.0,0.77
2708,1993,Fine And Applied Arts,Dance,52.0,45.0,7.0,40.0,1.0,2.0,1.0,0.0,0.16
2706,1993,Fine And Applied Arts,Art And Design,401.0,208.0,193.0,290.0,49.0,12.0,25.0,4.0,0.93
2724,1993,Fine And Applied Arts,Urban Planning,171.0,67.0,104.0,135.0,5.0,8.0,9.0,0.0,1.55
2468,1992,Fine And Applied Arts,Theatre,126.0,70.0,56.0,111.0,1.0,8.0,1.0,1.0,0.8
2507,1992,Fine And Applied Arts,Architectural Studies,505.0,170.0,335.0,392.0,53.0,12.0,36.0,2.0,1.97
2515,1992,Fine And Applied Arts,Industrial Design,74.0,28.0,46.0,59.0,7.0,2.0,3.0,0.0,1.64
2523,1992,Fine And Applied Arts,Music Education,233.0,126.0,107.0,198.0,11.0,8.0,2.0,1.0,0.85
2522,1992,Fine And Applied Arts,Music,142.0,80.0,62.0,89.0,3.0,8.0,3.0,0.0,0.78
2516,1992,Fine And Applied Arts,Landscape Architecture,136.0,56.0,80.0,107.0,4.0,4.0,4.0,0.0,1.43
2514,1992,Fine And Applied Arts,Graphic Design,120.0,66.0,54.0,89.0,20.0,3.0,4.0,0.0,0.82
2513,1992,Fine And Applied Arts,Dance,43.0,38.0,5.0,31.0,1.0,4.0,0.0,0.0,0.13
2511,1992,Fine And Applied Arts,Art And Design,369.0,189.0,180.0,266.0,48.0,13.0,22.0,3.0,0.95
2509,1992,Fine And Applied Arts,Art Education,79.0,62.0,17.0,49.0,8.0,7.0,3.0,0.0,0.27
2527,1992,Fine And Applied Arts,Theatre,30.0,13.0,17.0,27.0,1.0,1.0,0.0,0.0,1.31
2529,1992,Fine And Applied Arts,Urban Planning,177.0,72.0,105.0,142.0,5.0,11.0,8.0,0.0,1.46
2508,1992,Fine And Applied Arts,Architecture,205.0,61.0,144.0,161.0,14.0,4.0,4.0,0.0,2.36
2273,1991,Fine And Applied Arts,Theatre,117.0,64.0,53.0,103.0,1.0,6.0,0.0,0.0,0.83
2319,1991,Fine And Applied Arts,Dance,37.0,33.0,4.0,26.0,0.0,4.0,1.0,0.0,0.12
2328,1991,Fine And Applied Arts,Music,144.0,76.0,68.0,97.0,5.0,6.0,2.0,0.0,0.89
2322,1991,Fine And Applied Arts,Landscape Architecture,149.0,52.0,97.0,125.0,7.0,3.0,6.0,0.0,1.87
2320,1991,Fine And Applied Arts,Graphic Design,120.0,63.0,57.0,97.0,12.0,3.0,4.0,0.0,0.9
2317,1991,Fine And Applied Arts,Art And Design,363.0,199.0,164.0,264.0,50.0,13.0,16.0,3.0,0.82
2315,1991,Fine And Applied Arts,Art Education,87.0,63.0,24.0,60.0,8.0,5.0,3.0,0.0,0.38
2314,1991,Fine And Applied Arts,Architecture,241.0,70.0,171.0,191.0,16.0,6.0,3.0,0.0,2.44
2313,1991,Fine And Applied Arts,Architectural Studies,564.0,184.0,380.0,451.0,56.0,18.0,28.0,0.0,2.07
2329,1991,Fine And Applied Arts,Music Education,234.0,135.0,99.0,200.0,11.0,8.0,6.0,0.0,0.73
2321,1991,Fine And Applied Arts,Industrial Design,76.0,25.0,51.0,65.0,6.0,0.0,2.0,0.0,2.04
2332,1991,Fine And Applied Arts,Theatre,24.0,9.0,15.0,22.0,1.0,0.0,0.0,0.0,1.67
2334,1991,Fine And Applied Arts,Urban Planning,168.0,61.0,107.0,135.0,8.0,10.0,7.0,0.0,1.75
2075,1990,Fine And Applied Arts,Theatre,102.0,48.0,54.0,86.0,1.0,3.0,1.0,0.0,1.12
2133,1990,Fine And Applied Arts,Theatre,30.0,14.0,16.0,28.0,0.0,0.0,0.0,1.0,1.14
2128,1990,Fine And Applied Arts,Music,144.0,72.0,72.0,109.0,7.0,4.0,3.0,0.0,1.0
2122,1990,Fine And Applied Arts,Landscape Architecture,140.0,51.0,89.0,118.0,2.0,3.0,3.0,1.0,1.75
2120,1990,Fine And Applied Arts,Graphic Design,124.0,71.0,53.0,105.0,14.0,2.0,2.0,0.0,0.75
2119,1990,Fine And Applied Arts,Dance,42.0,34.0,8.0,33.0,1.0,2.0,1.0,0.0,0.24
2117,1990,Fine And Applied Arts,Art And Design,332.0,171.0,161.0,253.0,41.0,10.0,11.0,4.0,0.94
2115,1990,Fine And Applied Arts,Art Education,68.0,44.0,24.0,45.0,3.0,6.0,4.0,0.0,0.55
2114,1990,Fine And Applied Arts,Architecture,199.0,62.0,137.0,168.0,9.0,8.0,2.0,1.0,2.21
2113,1990,Fine And Applied Arts,Architectural Studies,585.0,182.0,403.0,477.0,48.0,22.0,22.0,1.0,2.21
2129,1990,Fine And Applied Arts,Music Education,231.0,139.0,92.0,203.0,11.0,5.0,5.0,1.0,0.66
2121,1990,Fine And Applied Arts,Industrial Design,80.0,23.0,57.0,69.0,6.0,0.0,3.0,0.0,2.48
2135,1990,Fine And Applied Arts,Urban Planning,156.0,52.0,104.0,134.0,7.0,7.0,0.0,0.0,2.0
1872,1989,Fine And Applied Arts,Theatre,111.0,56.0,55.0,94.0,1.0,3.0,4.0,0.0,0.98
1919,1989,Fine And Applied Arts,Landscape Architecture,133.0,50.0,83.0,118.0,2.0,0.0,2.0,1.0,1.66
1918,1989,Fine And Applied Arts,Industrial Design,75.0,23.0,52.0,65.0,4.0,0.0,3.0,0.0,2.26
1917,1989,Fine And Applied Arts,Graphic Design,131.0,74.0,57.0,113.0,13.0,2.0,2.0,0.0,0.77
1916,1989,Fine And Applied Arts,Dance,41.0,32.0,9.0,33.0,1.0,2.0,2.0,0.0,0.28
1914,1989,Fine And Applied Arts,Art And Design,348.0,178.0,170.0,280.0,26.0,11.0,21.0,2.0,0.96
1912,1989,Fine And Applied Arts,Art Education,77.0,60.0,17.0,56.0,2.0,3.0,3.0,0.0,0.28
1911,1989,Fine And Applied Arts,Architecture,215.0,50.0,165.0,175.0,10.0,6.0,2.0,1.0,3.3
1910,1989,Fine And Applied Arts,Architectural Studies,585.0,179.0,406.0,484.0,51.0,22.0,16.0,1.0,2.27
1925,1989,Fine And Applied Arts,Music,136.0,70.0,66.0,101.0,3.0,3.0,3.0,0.0,0.94
1932,1989,Fine And Applied Arts,Urban Planning,143.0,61.0,82.0,119.0,3.0,11.0,0.0,0.0,1.34
1930,1989,Fine And Applied Arts,Theatre,31.0,18.0,13.0,26.0,0.0,2.0,0.0,1.0,0.72
1926,1989,Fine And Applied Arts,Music Education,252.0,148.0,104.0,224.0,10.0,2.0,5.0,1.0,0.7
1670,1988,Fine And Applied Arts,Theatre,119.0,59.0,60.0,107.0,1.0,2.0,2.0,0.0,1.02
1724,1988,Fine And Applied Arts,Music Education,273.0,162.0,111.0,245.0,10.0,5.0,5.0,1.0,0.69
1717,1988,Fine And Applied Arts,Landscape Architecture,133.0,46.0,87.0,117.0,3.0,1.0,3.0,1.0,1.89
1716,1988,Fine And Applied Arts,Industrial Design,88.0,28.0,60.0,74.0,4.0,2.0,3.0,0.0,2.14
1715,1988,Fine And Applied Arts,Graphic Design,132.0,76.0,56.0,116.0,12.0,1.0,2.0,1.0,0.74
1712,1988,Fine And Applied Arts,Art And Design,365.0,192.0,173.0,303.0,21.0,10.0,16.0,4.0,0.9
1710,1988,Fine And Applied Arts,Art Education,74.0,59.0,15.0,57.0,3.0,4.0,1.0,0.0,0.25
1709,1988,Fine And Applied Arts,Architecture,235.0,49.0,186.0,183.0,10.0,7.0,3.0,0.0,3.8
1708,1988,Fine And Applied Arts,Architectural Studies,587.0,172.0,415.0,491.0,44.0,25.0,16.0,2.0,2.41
1723,1988,Fine And Applied Arts,Music,129.0,76.0,53.0,95.0,6.0,3.0,2.0,0.0,0.7
1714,1988,Fine And Applied Arts,Dance,44.0,34.0,10.0,38.0,1.0,0.0,1.0,0.0,0.29
1728,1988,Fine And Applied Arts,Theatre,29.0,16.0,13.0,29.0,0.0,0.0,0.0,0.0,0.81
1730,1988,Fine And Applied Arts,Urban Planning,142.0,68.0,74.0,113.0,6.0,10.0,0.0,0.0,1.09
1470,1987,Fine And Applied Arts,Theatre,104.0,52.0,52.0,97.0,0.0,3.0,1.0,0.0,1.0
1523,1987,Fine And Applied Arts,Music Education,290.0,167.0,123.0,253.0,11.0,4.0,3.0,1.0,0.74
1517,1987,Fine And Applied Arts,Landscape Architecture,138.0,40.0,98.0,118.0,7.0,1.0,5.0,1.0,2.45
1516,1987,Fine And Applied Arts,Industrial Design,96.0,32.0,64.0,81.0,5.0,2.0,3.0,0.0,2.0
1515,1987,Fine And Applied Arts,Graphic Design,120.0,74.0,46.0,102.0,14.0,0.0,3.0,1.0,0.62
1514,1987,Fine And Applied Arts,Dance,50.0,45.0,5.0,44.0,1.0,1.0,0.0,0.0,0.11
1512,1987,Fine And Applied Arts,Art And Design,383.0,195.0,188.0,316.0,27.0,10.0,14.0,1.0,0.96
1510,1987,Fine And Applied Arts,Art Education,73.0,58.0,15.0,58.0,2.0,4.0,0.0,1.0,0.26
1509,1987,Fine And Applied Arts,Architecture,222.0,52.0,170.0,179.0,9.0,2.0,3.0,0.0,3.27
1508,1987,Fine And Applied Arts,Architectural Studies,617.0,170.0,447.0,521.0,41.0,27.0,16.0,3.0,2.63
1522,1987,Fine And Applied Arts,Music,158.0,89.0,69.0,119.0,5.0,4.0,3.0,0.0,0.78
1527,1987,Fine And Applied Arts,Theatre,47.0,25.0,22.0,45.0,0.0,0.0,1.0,0.0,0.88
1529,1987,Fine And Applied Arts,Urban Planning,150.0,68.0,82.0,122.0,6.0,10.0,0.0,0.0,1.21
1269,1986,Fine And Applied Arts,Theatre,104.0,52.0,52.0,98.0,0.0,0.0,1.0,0.0,1.0
1321,1986,Fine And Applied Arts,Music,151.0,82.0,69.0,116.0,0.0,5.0,2.0,0.0,0.84
1316,1986,Fine And Applied Arts,Landscape Architecture,135.0,51.0,84.0,125.0,2.0,0.0,4.0,1.0,1.65
1315,1986,Fine And Applied Arts,Industrial Design,117.0,46.0,71.0,102.0,9.0,1.0,3.0,0.0,1.54
1314,1986,Fine And Applied Arts,Graphic Design,135.0,81.0,54.0,121.0,9.0,1.0,2.0,1.0,0.67
1313,1986,Fine And Applied Arts,Dance,45.0,35.0,10.0,40.0,1.0,1.0,0.0,0.0,0.29
1311,1986,Fine And Applied Arts,Art And Design,360.0,199.0,161.0,308.0,22.0,4.0,9.0,2.0,0.81
1309,1986,Fine And Applied Arts,Art Education,70.0,50.0,20.0,55.0,3.0,4.0,0.0,0.0,0.4
1308,1986,Fine And Applied Arts,Architecture,206.0,50.0,156.0,157.0,6.0,2.0,4.0,0.0,3.12
1307,1986,Fine And Applied Arts,Architectural Studies,598.0,175.0,423.0,525.0,31.0,22.0,14.0,0.0,2.42
1322,1986,Fine And Applied Arts,Music Education,277.0,160.0,117.0,244.0,9.0,1.0,4.0,0.0,0.73
1328,1986,Fine And Applied Arts,Urban Planning,160.0,72.0,88.0,127.0,4.0,12.0,2.0,0.0,1.22
1326,1986,Fine And Applied Arts,Theatre,42.0,21.0,21.0,39.0,0.0,1.0,1.0,0.0,1.0
1067,1985,Fine And Applied Arts,Theatre,100.0,48.0,52.0,90.0,0.0,1.0,0.0,0.0,1.08
1106,1985,Fine And Applied Arts,Architectural Studies,604.0,169.0,435.0,526.0,33.0,19.0,19.0,0.0,2.57
1114,1985,Fine And Applied Arts,Industrial Design,134.0,58.0,76.0,114.0,13.0,2.0,4.0,0.0,1.31
1113,1985,Fine And Applied Arts,Graphic Design,144.0,91.0,53.0,133.0,8.0,1.0,1.0,1.0,0.58
1112,1985,Fine And Applied Arts,Dance,49.0,43.0,6.0,43.0,0.0,0.0,0.0,0.0,0.14
1110,1985,Fine And Applied Arts,Art And Design,402.0,223.0,179.0,348.0,19.0,8.0,9.0,2.0,0.8
1107,1985,Fine And Applied Arts,Architecture,213.0,41.0,172.0,179.0,8.0,2.0,1.0,0.0,4.2
1115,1985,Fine And Applied Arts,Landscape Architecture,137.0,52.0,85.0,126.0,1.0,2.0,4.0,1.0,1.63
1108,1985,Fine And Applied Arts,Art Education,61.0,45.0,16.0,49.0,2.0,2.0,0.0,0.0,0.36
1127,1985,Fine And Applied Arts,Urban Planning,160.0,67.0,93.0,135.0,4.0,8.0,0.0,1.0,1.39
1125,1985,Fine And Applied Arts,Theatre,38.0,15.0,23.0,34.0,0.0,1.0,1.0,1.0,1.53
1121,1985,Fine And Applied Arts,Music Education,269.0,150.0,119.0,236.0,4.0,4.0,3.0,0.0,0.79
1120,1985,Fine And Applied Arts,Music,159.0,94.0,65.0,120.0,1.0,6.0,3.0,0.0,0.69
864,1984,Fine And Applied Arts,Theatre,107.0,49.0,58.0,98.0,0.0,3.0,1.0,0.0,1.18
912,1984,Fine And Applied Arts,Landscape Architecture,134.0,44.0,90.0,121.0,1.0,1.0,4.0,2.0,2.05
910,1984,Fine And Applied Arts,Graphic Design,166.0,111.0,55.0,156.0,6.0,2.0,1.0,1.0,0.5
909,1984,Fine And Applied Arts,Dance,43.0,38.0,5.0,38.0,1.0,0.0,0.0,0.0,0.13
907,1984,Fine And Applied Arts,Art And Design,403.0,217.0,186.0,352.0,23.0,8.0,10.0,1.0,0.86
904,1984,Fine And Applied Arts,Architecture,211.0,40.0,171.0,181.0,10.0,3.0,1.0,0.0,4.28
903,1984,Fine And Applied Arts,Architectural Studies,581.0,166.0,415.0,506.0,31.0,18.0,14.0,0.0,2.5
911,1984,Fine And Applied Arts,Industrial Design,116.0,64.0,52.0,101.0,8.0,4.0,1.0,0.0,0.81
905,1984,Fine And Applied Arts,Art Education,64.0,45.0,19.0,52.0,2.0,1.0,0.0,0.0,0.42
921,1984,Fine And Applied Arts,Theatre,29.0,13.0,16.0,26.0,0.0,1.0,1.0,1.0,1.23
917,1984,Fine And Applied Arts,Music Education,238.0,135.0,103.0,211.0,3.0,3.0,2.0,0.0,0.76
916,1984,Fine And Applied Arts,Music,201.0,106.0,95.0,157.0,2.0,4.0,5.0,1.0,0.9
923,1984,Fine And Applied Arts,Urban Planning,145.0,54.0,91.0,124.0,3.0,5.0,0.0,0.0,1.69
663,1983,Fine And Applied Arts,Theatre,127.0,56.0,71.0,118.0,0.0,5.0,1.0,0.0,1.27
705,1983,Fine And Applied Arts,Art Education,74.0,57.0,17.0,61.0,2.0,3.0,0.0,0.0,0.3
712,1983,Fine And Applied Arts,Landscape Architecture,142.0,49.0,93.0,132.0,4.0,0.0,2.0,2.0,1.9
711,1983,Fine And Applied Arts,Industrial Design,103.0,51.0,52.0,90.0,7.0,4.0,0.0,0.0,1.02
710,1983,Fine And Applied Arts,Graphic Design,170.0,120.0,50.0,162.0,5.0,1.0,1.0,1.0,0.42
709,1983,Fine And Applied Arts,Dance,46.0,43.0,3.0,39.0,1.0,2.0,0.0,0.0,0.07
704,1983,Fine And Applied Arts,Architecture,216.0,39.0,177.0,181.0,8.0,7.0,0.0,0.0,4.54
703,1983,Fine And Applied Arts,Architectural Studies,558.0,163.0,395.0,496.0,22.0,11.0,16.0,2.0,2.42
707,1983,Fine And Applied Arts,Art And Design,360.0,188.0,172.0,313.0,28.0,7.0,2.0,1.0,0.91
717,1983,Fine And Applied Arts,Music,210.0,100.0,110.0,180.0,3.0,3.0,2.0,1.0,1.1
718,1983,Fine And Applied Arts,Music Education,251.0,139.0,112.0,226.0,2.0,5.0,2.0,1.0,0.81
721,1983,Fine And Applied Arts,Theatre,21.0,9.0,12.0,20.0,0.0,0.0,0.0,1.0,1.33
723,1983,Fine And Applied Arts,Urban Planning,143.0,61.0,82.0,131.0,3.0,3.0,1.0,0.0,1.34
463,1982,Fine And Applied Arts,Theatre,138.0,64.0,74.0,126.0,0.0,6.0,1.0,0.0,1.16
512,1982,Fine And Applied Arts,Landscape Architecture,146.0,56.0,90.0,134.0,4.0,1.0,3.0,1.0,1.61
511,1982,Fine And Applied Arts,Industrial Design,95.0,50.0,45.0,78.0,9.0,4.0,0.0,0.0,0.9
510,1982,Fine And Applied Arts,Graphic Design,184.0,141.0,43.0,176.0,5.0,1.0,2.0,0.0,0.3
509,1982,Fine And Applied Arts,Dance,47.0,45.0,2.0,39.0,2.0,3.0,0.0,0.0,0.04
507,1982,Fine And Applied Arts,Art And Design,360.0,210.0,150.0,319.0,16.0,9.0,2.0,2.0,0.71
505,1982,Fine And Applied Arts,Art Education,72.0,59.0,13.0,63.0,1.0,3.0,1.0,0.0,0.22
504,1982,Fine And Applied Arts,Architecture,235.0,38.0,197.0,193.0,7.0,6.0,1.0,0.0,5.18
503,1982,Fine And Applied Arts,Architectural Studies,583.0,171.0,412.0,519.0,24.0,9.0,14.0,2.0,2.41
517,1982,Fine And Applied Arts,Music,218.0,108.0,110.0,186.0,2.0,8.0,2.0,0.0,1.02
522,1982,Fine And Applied Arts,Theatre,22.0,9.0,13.0,22.0,0.0,0.0,0.0,0.0,1.44
518,1982,Fine And Applied Arts,Music Education,294.0,164.0,130.0,273.0,2.0,3.0,2.0,1.0,0.79
524,1982,Fine And Applied Arts,Urban Planning,134.0,58.0,76.0,115.0,4.0,6.0,1.0,0.0,1.31
268,1981,Fine And Applied Arts,Theatre,129.0,66.0,63.0,121.0,0.0,3.0,0.0,0.0,0.95
308,1981,Fine And Applied Arts,Architecture,213.0,37.0,176.0,160.0,6.0,3.0,3.0,0.0,4.76
315,1981,Fine And Applied Arts,Industrial Design,83.0,35.0,48.0,73.0,3.0,5.0,1.0,0.0,1.37
314,1981,Fine And Applied Arts,Graphic Design,165.0,128.0,37.0,154.0,8.0,0.0,2.0,1.0,0.29
313,1981,Fine And Applied Arts,Dance,41.0,36.0,5.0,36.0,1.0,3.0,0.0,0.0,0.14
311,1981,Fine And Applied Arts,Art And Design,415.0,259.0,156.0,364.0,20.0,12.0,3.0,2.0,0.6
309,1981,Fine And Applied Arts,Art Education,68.0,61.0,7.0,60.0,0.0,3.0,2.0,0.0,0.11
307,1981,Fine And Applied Arts,Architectural Studies,597.0,163.0,434.0,529.0,25.0,13.0,12.0,3.0,2.66
316,1981,Fine And Applied Arts,Landscape Architecture,159.0,62.0,97.0,151.0,3.0,0.0,1.0,0.0,1.56
320,1981,Fine And Applied Arts,Music,241.0,99.0,142.0,218.0,2.0,6.0,4.0,0.0,1.43
325,1981,Fine And Applied Arts,Theatre,26.0,11.0,15.0,26.0,0.0,0.0,0.0,0.0,1.36
321,1981,Fine And Applied Arts,Music Education,305.0,171.0,134.0,279.0,5.0,5.0,1.0,1.0,0.78
327,1981,Fine And Applied Arts,Urban Planning,109.0,52.0,57.0,92.0,3.0,7.0,0.0,0.0,1.1
77,1980,Fine And Applied Arts,Theatre,122.0,66.0,56.0,117.0,0.0,2.0,0.0,0.0,0.85
116,1980,Fine And Applied Arts,Architecture,186.0,32.0,154.0,143.0,4.0,2.0,4.0,2.0,4.81
122,1980,Fine And Applied Arts,Graphic Design,164.0,124.0,40.0,150.0,11.0,0.0,2.0,0.0,0.32
121,1980,Fine And Applied Arts,Dance,41.0,36.0,5.0,38.0,1.0,0.0,1.0,1.0,0.14
119,1980,Fine And Applied Arts,Art And Design,363.0,248.0,115.0,333.0,10.0,6.0,1.0,1.0,0.46
117,1980,Fine And Applied Arts,Art Education,72.0,59.0,13.0,69.0,1.0,0.0,1.0,0.0,0.22
115,1980,Fine And Applied Arts,Architectural Studies,627.0,153.0,474.0,567.0,21.0,13.0,9.0,3.0,3.1
123,1980,Fine And Applied Arts,Industrial Design,97.0,41.0,56.0,81.0,5.0,9.0,2.0,0.0,1.37
124,1980,Fine And Applied Arts,Landscape Architecture,158.0,61.0,97.0,149.0,1.0,2.0,1.0,0.0,1.59
128,1980,Fine And Applied Arts,Music,251.0,107.0,144.0,213.0,4.0,8.0,5.0,0.0,1.35
129,1980,Fine And Applied Arts,Music Education,309.0,179.0,130.0,285.0,3.0,5.0,3.0,2.0,0.73
133,1980,Fine And Applied Arts,Theatre,29.0,12.0,17.0,29.0,0.0,0.0,0.0,0.0,1.42
135,1980,Fine And Applied Arts,Urban Planning,92.0,43.0,49.0,76.0,2.0,7.0,0.0,0.0,1.14
